0.06 0.001
0.001 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.038 0
0.364 0.038
0.677 0.203
1.045 0.272
1.083 0.659
1.133 0.787
1.164 0.709
1.112 0.629
1.083 0.262
0.978 0.432
0.681 0.239
0.257 0.099
0.099 0.001
0.001 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.047 0
0.355 0.048
0.62 0.355
0.827 0.621
1.009 0.822
1.086 1.004
1.113 0.929
1.191 0.213
1.209 0.289
0.879 0.195
0.697 0.184
0.478 0.105
0.168 0.001
0.001 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.039 0
0.339 0.04
0.622 0.339
0.816 0.609
1.022 0.792
1.149 0.92
1.162 0.342
1.322 0.345
1.185 0.272
0.966 0.29
0.458 0.115
0.412 0.124
0.165 0.001
0.001 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.064 0
0.359 0.068
0.621 0.359
0.849 0.622
1.028 0.85
1.116 0.921
1.346 0.236
1.263 0.251
1.186 0.171
1.035 0.231
0.774 0.064
0.232 0.045
0.113 0.001
0.001 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.084 0
0.385 0.088
0.634 0.385
0.826 0.57
1.028 0.759
1.11 0.928
1.072 0.399
1.142 0.529
1.147 0.075
0.794 0.079
0.384 0.144
0.139 0.034
0.042 0.001
0.001 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.072 0
0.445 0.074
0.612 0.215
0.873 0.341
1.313 0.411
1.165 0.282
1.104 0.261
0.357 0.18
0.18 0.057
0.123 0.051
0.079 0.033
0.092 0.006
0.006 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.099 0
0.363 0.1
0.619 0.363
0.855 0.615
1.087 0.847
1.25 0.309
1.398 0.379
0.801 0.362
1.042 0.379
0.377 0.164
0.273 0.11
0.109 0.042
0.042 0.001
0.001 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.105 0
0.316 0.105
0.609 0.301
0.811 0.608
0.972 0.79
1.206 0.346
1.261 0.303
1.205 0.417
1.012 0.028
0.07 0.025
0.189 0.034
0.242 0.064
0.064 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.039 0
0.323 0.04
0.592 0.32
0.882 0.576
1.023 0.226
1.179 0.443
1.232 0.369
1.26 0.404
0.982 0.157
0.168 0.03
0.063 0.005
0.063 0.01
0.038 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.09 0
0.342 0.091
0.608 0.342
0.823 0.609
1.008 0.235
1.068 0.977
1.125 0.431
1.131 0.446
1.115 0.385
1.044 0.158
0.29 0.115
0.196 0.041
0.045 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.084 0
0.344 0.086
0.65 0.344
0.832 0.531
0.985 0.803
1.154 0.253
1.243 0.322
1.292 0.32
1.267 0.175
1.137 0.023
0.086 0.021
0.139 0.086
0.104 0.001
0.001 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.098 0
0.359 0.088
0.748 0.128
1.169 0.201
1.277 0.326
1.365 0.333
1.336 0.404
1.232 0.571
1.118 0.325
0.993 0.358
1.034 0.17
0.381 0.064
0.109 0.001
0.001 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.082 0
0.356 0.085
0.614 0.356
0.859 0.615
1.323 0.282
1.374 0.259
1.346 0.181
1.361 0.246
1.206 0.385
0.93 0.244
0.774 0.328
0.63 0.191
0.196 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.139 0
0.298 0.107
0.639 0.186
0.84 0.251
0.997 0.837
1.086 0.996
1.125 0.918
1.373 0.393
1.047 0.418
1.038 0.343
0.99 0.221
0.465 0.195
0.218 0.001
0.001 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.068 0
0.229 0.068
0.707 0.225
0.768 0.336
1.13 0.661
1.233 0.705
1.108 0.469
1.076 0.191
1.02 0.459
0.833 0.099
0.233 0.105
0.195 0.05
0.06 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.038 0
0.078 0.033
0.266 0.078
0.365 0.177
0.381 0.215
0.501 0.262
0.684 0.419
0.665 0.385
0.384 0.193
0.245 0.167
0.201 0.066
0.066 0.019
0.019 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.063 0
0.117 0.063
0.628 0.101
1.127 0.348
1.344 0.391
1.615 0.377
1.283 0.315
1.285 0.298
1.221 0.487
1.007 0.334
0.977 0.11
0.16 0.051
0.058 0.001
0.001 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.092 0
0.343 0.094
0.613 0.34
0.853 0.235
1.038 0.291
1.111 0.301
1.119 0.223
1.111 0.205
1.095 0.035
0.341 0.032
0.278 0.118
0.322 0.098
0.104 0.001
0.002 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.052 0
0.354 0.052
0.62 0.354
0.845 0.619
1.006 0.844
1.342 0.268
1.389 0.309
1.269 0.396
1.203 0.121
0.137 0.022
0.07 0.008
0.037 0.014
0.029 0.001
0.001 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.073 0
0.338 0.075
0.634 0.306
0.841 0.604
1.008 0.838
1.35 0.293
1.343 0.267
1.301 0.414
0.414 0.128
0.181 0.022
0.033 0.01
0.044 0.017
0.023 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.053 0
0.259 0.048
0.807 0.258
1.083 0.306
1.183 0.313
1.371 0.296
1.307 0.296
1.357 0.34
1.182 0.066
0.069 0.035
0.168 0.053
0.165 0.096
0.096 0
0.001 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.043 0
0.185 0.043
0.781 0.185
0.647 0.332
0.818 0.387
1.309 0.425
1.171 0.46
1.128 0.374
1.271 0.424
1.107 0.025
0.08 0.029
0.037 0.01
0.01 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.041 0
0.358 0.012
0.621 0.224
0.83 0.427
1.077 0.217
1.498 0.274
1.484 0.436
1.297 0.387
1.126 0.011
0.047 0.011
0.035 0.024
0.031 0.01
0.012 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.045 0
0.166 0.046
0.338 0.166
0.527 0.339
0.922 0.436
0.853 0.466
1.434 0.459
1.253 0.402
1.197 0.314
1.002 0.278
0.727 0.243
0.546 0.053
0.053 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.058 0
0.334 0.059
0.661 0.334
0.842 0.294
0.999 0.595
1.376 0.368
1.348 0.357
1.3 0.376
1.337 0.414
0.445 0.065
0.09 0.027
0.077 0.004
0.004 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.055 0
0.275 0.056
0.661 0.26
0.906 0.639
1.056 0.343
0.904 0.452
1.062 0.412
1.333 0.276
1.156 0.298
1.093 0.116
0.113 0.019
0.061 0.012
0.012 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.043 0
0.376 0.043
0.376 0.043
0.619 0.336
0.835 0.619
0.975 0.833
1.163 0.437
1.031 0.447
1.109 0.477
1.147 0.33
0.869 0.012
0.02 0.01
0.025 0.009
0.015 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.047 0
0.353 0.047
0.618 0.353
0.83 0.618
1.005 0.828
1.1 0.224
1.411 0.368
1.241 0.325
1.158 0.139
0.168 0.038
0.063 0.036
0.054 0.04
0.04 0.003
0.003 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.082 0
0.303 0.083
0.621 0.259
0.81 0.607
0.957 0.746
1.065 0.244
1.209 0.298
1.075 0.318
1.06 0.337
1.012 0.02
0.089 0.014
0.133 0.079
0.119 0.001
0.001 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.045 0
0.38 0.045
0.627 0.38
0.799 0.62
0.986 0.792
1.092 0.951
1.161 0.238
1.072 0.377
1.014 0.38
0.685 0.241
0.455 0.024
0.076 0.031
0.045 0.001
0.001 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.053 0
0.315 0.053
0.363 0.131
0.532 0.166
0.959 0.471
1.033 0.429
1.216 0.457
1.306 0.56
1.133 0.395
0.578 0.27
0.331 0.007
0.149 0.061
0.061 0.001
0.001 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.051 0
0.221 0.052
0.305 0.154
0.706 0.267
1.138 0.362
1.006 0.243
0.915 0.329
1.204 0.542
1.275 0.343
1.056 0.273
0.481 0.067
0.11 0.071
0.071 0.001
0.001 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.019 0
0.154 0.019
0.395 0.154
0.652 0.34
1.07 0.491
1.181 0.375
1.295 0.136
1.146 0.062
0.214 0.055
0.072 0.011
0.024 0.004
0.008 0.004
0.005 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.078 0
0.434 0.068
0.568 0.088
0.843 0.272
1.233 0.348
1.206 0.367
1.53 0.308
1.418 0.204
0.451 0.273
0.973 0.095
0.126 0.04
0.04 0.016
0.016 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.022 0
0.198 0.023
0.708 0.198
0.922 0.311
1.091 0.816
1.287 0.331
1.231 0.289
1.146 0.234
1.104 0.373
1.015 0.203
0.223 0.028
0.07 0.021
0.086 0.001
0.001 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.047 0
0.328 0.048
0.597 0.324
0.8 0.329
1.083 0.23
1.198 0.416
1.299 0.345
1.292 0.335
1.113 0.32
1.085 0.057
0.131 0.01
0.059 0.048
0.089 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.058 0
0.234 0.059
0.441 0.232
0.564 0.36
0.542 0.417
0.741 0.493
0.918 0.628
0.767 0.484
0.697 0.522
0.525 0.418
0.441 0.318
0.318 0.074
0.073 0.002
0.001 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.054 0
0.165 0.055
0.407 0.165
0.663 0.408
0.85 0.654
1.15 0.531
1.277 0.396
1.206 0.445
1.224 0.155
0.153 0.039
0.117 0.049
0.068 0.002
0.004 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.083 0
0.193 0.083
0.402 0.159
0.92 0.176
0.922 0.504
1.125 0.404
1.391 0.101
0.879 0.101
1.362 0.201
1.379 0.142
0.206 0.035
0.07 0.01
0.01 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.057 0
0.111 0.057
0.152 0.111
0.367 0.15
0.902 0.361
1.066 0.409
1.262 0.344
1.278 0.363
1.356 0.579
0.958 0.379
0.797 0.194
0.193 0.039
0.074 0.001
0.001 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.032 0
0.1 0.032
0.215 0.1
0.675 0.213
0.927 0.421
1.556 0.346
1.473 0.42
1.251 0.47
0.887 0.345
0.629 0.286
0.861 0.063
0.061 0.001
0.005 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.045 0
0.17 0.045
0.547 0.159
0.449 0.26
0.771 0.362
1.414 0.526
1.137 0.618
1.29 0.344
1.121 0.407
1.037 0.252
0.884 0.239
0.569 0.061
0.064 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.04 0
0.114 0.023
0.274 0.114
0.231 0.057
1.107 0.157
1.101 0.057
0.728 0.035
0.343 0.118
0.31 0.153
1.027 0.286
0.781 0.272
0.367 0.033
0.038 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.049 0
0.321 0.05
0.582 0.321
0.805 0.582
0.95 0.77
1.076 0.896
1.194 0.357
1.276 0.376
0.395 0.116
1.064 0.061
0.68 0.055
0.099 0.003
0.011 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.044 0
0.37 0.047
0.611 0.369
0.832 0.61
1.285 0.283
0.893 0.51
1.402 0.329
1.333 0.252
0.276 0.058
0.103 0.013
0.092 0.014
0.106 0.023
0.07 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.069 0
0.389 0.052
0.627 0.326
0.852 0.614
1.017 0.814
1.107 0.835
1.185 0.596
1.216 0.404
0.922 0.526
0.855 0.341
0.511 0.269
0.444 0.061
0.105 0.001
0.001 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.051 0
0.383 0.035
0.637 0.365
0.788 0.512
1.051 0.224
1.037 0.629
1.188 0.267
1.126 0.201
1.317 0.127
0.205 0.007
0.012 0.004
0.012 0.004
0.008 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.092 0
0.372 0.094
0.478 0.246
0.816 0.354
0.975 0.469
1.111 0.526
1.181 0.323
1.146 0.352
1.074 0.352
0.919 0.302
0.478 0.009
0.078 0.019
0.026 0.001
0.001 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.057 0
0.167 0.052
0.406 0.167
0.484 0.307
0.817 0.414
0.869 0.507
0.775 0.48
1.147 0.461
1.232 0.332
0.477 0.044
0.049 0.006
0.033 0.014
0.042 0.001
0.001 0
0 0
0 0
0 0
